design_id,n_channels,noise_scale,n_scenarios_common,B_star,B_star_support,B_dynamic,B_dynamic_support,differ
63,10,8.0,524,0.8161764705882353,408,1.0,8,True
64,10,8.0,524,0.7549019607843137,408,0.0,8,True
65,10,8.0,524,0.8161764705882353,408,1.0,8,True
66,10,8.0,524,0.8161764705882353,408,1.0,8,True
67,10,8.0,524,0.8161764705882353,408,1.0,8,True
68,10,8.0,524,0.8161764705882353,408,1.0,8,True
69,10,8.0,524,0.8161764705882353,408,1.0,8,True
70,10,8.0,524,0.7549019607843137,408,1.0,8,True
71,10,8.0,524,0.7549019607843137,408,1.0,8,True
72,10,8.0,524,0.7549019607843137,408,1.0,8,True
73,10,8.0,524,0.6323529411764706,408,0.0,8,True
74,10,8.0,524,0.8161764705882353,408,1.0,8,True
75,10,8.0,524,0.7549019607843137,408,0.0,8,True
76,10,8.0,524,0.7549019607843137,408,1.0,8,True
77,10,8.0,524,0.8161764705882353,408,1.0,8,True
78,10,8.0,524,0.8161764705882353,408,1.0,8,True
79,10,8.0,524,0.8161764705882353,408,1.0,8,True
80,6,8.0,524,1.0,408,1.0,8,True
81,6,8.0,524,0.8161764705882353,408,1.0,8,True
82,6,8.0,524,0.7549019607843137,408,1.0,8,True
83,6,8.0,524,0.7549019607843137,408,1.0,8,True
84,6,8.0,524,0.8161764705882353,408,1.0,8,True
85,6,8.0,524,0.8161764705882353,408,1.0,8,True
86,6,8.0,524,0.7549019607843137,408,1.0,8,True
87,6,8.0,524,0.6936274509803921,408,0.0,8,True
88,6,8.0,524,0.8161764705882353,408,1.0,8,True
89,6,8.0,524,0.6936274509803921,408,0.0,8,True
90,6,8.0,524,0.8161764705882353,408,1.0,8,True
91,6,8.0,524,0.8161764705882353,408,1.0,8,True
92,6,8.0,524,0.6936274509803921,408,1.0,8,True
93,6,8.0,524,0.8161764705882353,408,1.0,8,True
94,6,8.0,524,0.7549019607843137,408,1.0,8,True
95,6,8.0,524,0.7549019607843137,408,0.0,8,True
96,6,8.0,524,0.8161764705882353,408,1.0,8,True
97,6,8.0,524,0.7598039215686274,408,1.0,8,True
98,6,8.0,524,0.7549019607843137,408,1.0,8,True
99,6,8.0,524,0.8161764705882353,408,1.0,8,True
100,3,8.0,524,0.8161764705882353,408,1.0,8,True
101,3,8.0,524,0.8161764705882353,408,1.0,8,True
102,3,8.0,524,0.8161764705882353,408,1.0,8,True
103,3,8.0,524,0.9387254901960784,408,1.0,8,True
104,3,8.0,524,0.7549019607843137,408,1.0,8,True
105,3,8.0,524,0.8161764705882353,408,1.0,8,True
106,3,8.0,524,0.7573529411764706,408,1.0,8,True
107,3,8.0,524,0.7549019607843137,408,1.0,8,True
